,X,observation,trial,load,stimulus_type,ended_on,url_code,trial_type,trial_seq,color_offset,color_angle_test,color_angle_deviation,color_angle_abs_deviation,stimulus_seq
2413,59451,59ea9,pm,1,prom_spec,response,447985212,prom,1,135.873689339715,125.395623641698,-67.3956236416984,67.3956236416984,18
2414,59475,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-151.511964706799,173.865544650447,-4.0339146504474,4.0339146504474,19
2415,59499,59ea9,pm,1,ongoing,response,447985212,ongoing,1,143.651931511887,-92.9140203110361,2.57568031103608,2.57568031103608,20
2416,59523,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-138.000613712414,-40.517561312731,5.79906131273094,5.79906131273094,21
2417,59547,59ea9,pm,1,ongoing,response,447985212,ongoing,1,5.07825263389458,-84.6200572188177,4.15803721881775,4.15803721881775,22
2418,59571,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-80.5426498119699,-120.65299671385,-1.61005328614976,1.61005328614976,23
2419,59595,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-163.916757912973,-72.5217988447494,8.60229884474938,8.60229884474938,24
2420,59619,59ea9,pm,1,ongoing,response,447985212,ongoing,1,69.3255377336881,133.140186401056,-21.3512364010563,21.3512364010563,25
2421,59643,59ea9,pm,1,ongoing,response,447985212,ongoing,1,139.849185774517,-148.075115929214,11.847075929214,11.847075929214,26
2422,59667,59ea9,pm,1,ongoing,response,447985212,ongoing,1,102.619562616299,-172.78126404307,-1.17977395692947,1.17977395692947,27
2423,59691,59ea9,pm,1,ongoing,response,447985212,ongoing,1,71.8178983967935,128.200995413348,4.38003458665253,4.38003458665253,28
2424,59715,59ea9,pm,1,ongoing,response,447985212,ongoing,1,148.508951020212,144.418673662953,2.45513633704672,2.45513633704672,29
2425,59739,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-69.3194749255088,-52.1126475527071,5.25084755270711,5.25084755270711,30
2426,59763,59ea9,pm,1,ongoing,response,447985212,ongoing,1,123.675319663718,22.400425810474,-7.43522581047398,7.43522581047398,31
2427,59787,59ea9,pm,1,ongoing,response,447985212,ongoing,1,178.784311652641,10.9422014854881,-5.39460148548812,5.39460148548812,32
2428,59811,59ea9,pm,1,ongoing,response,447985212,ongoing,1,112.949666568565,-152.812758297803,-3.81763170219733,3.81763170219733,33
2429,59835,59ea9,pm,1,ongoing,response,447985212,ongoing,1,175.613920978379,-43.5324557966786,-8.29554420332147,8.29554420332147,34
2430,59859,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-57.6061070146249,-2.594138509147,-5.55776149085295,5.55776149085295,35
2431,59883,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-110.809624367546,-69.151273651147,6.32077365114696,6.32077365114696,36
2432,59907,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-80.2577119561573,-158.993453843221,12.7390738432213,12.7390738432213,37
2433,59931,59ea9,pm,1,ongoing,response,447985212,ongoing,1,143.467761400683,11.9865249006131,-10.913824900613,10.913824900613,38
2434,59955,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-62.8553704637388,-44.4098840090599,-3.12701599094009,3.12701599094009,39
2435,59979,59ea9,pm,1,ongoing,response,447985212,ongoing,1,96.3092708329463,-86.4592821832732,-19.2436078167268,19.2436078167268,40
2436,60003,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-178.005110455667,-0.637050497109612,-0.176049502890464,0.176049502890464,41
2437,60027,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-178.270510806256,-177.470817176992,13.4523271769916,13.4523271769916,42
2438,60051,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-135.441539620903,-68.4687080340282,-13.3136519659718,13.3136519659718,43
2439,60075,59ea9,pm,1,ongoing,response,447985212,ongoing,1,19.6729705016161,-114.132189417561,10.7444394175607,10.7444394175607,44
2440,60099,59ea9,pm,1,ongoing,response,447985212,ongoing,1,135.265993823192,-125.697951390398,2.14955139039796,2.14955139039796,45
2441,60123,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-152.187783924665,-169.693357665537,-14.4570423344628,14.4570423344628,46
2442,60147,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-173.002925952629,-42.5238917085337,-1.0472082914664,1.0472082914664,47
2443,60171,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-129.017639063411,-52.3939981571007,-7.96010184289935,7.96010184289935,48
2444,60195,59ea9,pm,1,ongoing,response,447985212,ongoing,1,104.775900545774,-129.152853592791,7.9555935927915,7.9555935927915,49
2445,60219,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-22.9925518860457,-38.6388206967015,10.4056206967015,10.4056206967015,50
2446,60243,59ea9,pm,1,ongoing,response,447985212,ongoing,1,162.079642393378,135.235192678038,-11.6315926780377,11.6315926780377,51
2447,60267,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-159.45804576637,-48.2565338945651,-0.641966105434904,0.641966105434904,52
2448,60291,59ea9,pm,1,ongoing,response,447985212,ongoing,1,74.077849718382,-95.2565030495491,9.83185304954918,9.83185304954918,53
2449,60315,59ea9,pm,1,ongoing,response,447985212,ongoing,1,59.1278978624038,125.044081664556,-13.6436816645557,13.6436816645557,54
2450,60339,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-99.066777750187,-131.726382970989,8.87024297098935,8.87024297098935,55
2451,60363,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-123.788288316974,-44.869506676382,12.841506676382,12.841506676382,56
2452,60387,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-163.466794129875,-25.2442495686776,4.86744956867756,4.86744956867756,57
2453,60411,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-124.855718424888,-97.047291063649,43.513091063649,43.513091063649,58
2454,60435,59ea9,pm,1,ongoing,response,447985212,ongoing,1,9.01810166423203,178.566765879538,26.7907541204618,26.7907541204618,59
2455,60459,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-130.509645156936,167.267819361295,-11.7698293612947,11.7698293612947,60
2456,60487,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-161.507299903458,-20.4380818533448,-14.5268181466552,14.5268181466552,61
2457,60511,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-155.868483458895,160.230517011998,-8.04397701199753,8.04397701199753,62
2458,60535,59ea9,pm,1,ongoing,response,447985212,ongoing,1,152.759053289359,39.5083337500937,-24.4129337500938,24.4129337500938,63
2459,60559,59ea9,pm,1,prom_spec,response,447985212,prom,1,54.3372032733686,66.716084316202,-8.716084316202,8.716084316202,64
2460,60583,59ea9,pm,1,ongoing,response,447985212,ongoing,1,34.3110346742101,20.6517860985178,-11.7729860985178,11.7729860985178,65
2461,60607,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-40.6644555554224,-80.4934180465643,-15.2405719534356,15.2405719534356,66
2462,60631,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-25.8933294920704,-44.8872093762175,11.1083093762174,11.1083093762174,67
2463,60655,59ea9,pm,1,ongoing,response,447985212,ongoing,1,20.5892772762133,-61.7508723763136,0.580972376313639,0.580972376313639,68
2464,60679,59ea9,pm,1,ongoing,response,447985212,ongoing,1,57.7273522881523,158.360944247749,9.7680457522506,9.7680457522506,69
2465,60703,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-32.340733986654,163.312713646229,5.17841635377056,5.17841635377056,70
2466,60727,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-15.4269804390511,160.53028991576,1.79904008423978,1.79904008423978,71
2467,60751,59ea9,pm,1,ongoing,response,447985212,ongoing,1,103.37955672658,-115.069753611578,2.66944361157789,2.66944361157789,72
2468,60775,59ea9,pm,1,ongoing,response,447985212,ongoing,1,107.00354362171,178.619714077992,-4.59701207799242,4.59701207799242,73
2469,60799,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-89.3738283729615,-86.3902917966604,20.1333917966605,20.1333917966605,74
2470,60823,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-35.3121136595816,-24.361156394736,7.59815639473595,7.59815639473595,75
2471,60847,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-44.7652736149583,23.3339324494079,-15.4830324494079,15.4830324494079,76
2472,60871,59ea9,pm,1,ongoing,response,447985212,ongoing,1,14.3905687195239,176.33504664785,5.26318535214955,5.26318535214955,77
2473,60895,59ea9,pm,1,ongoing,response,447985212,ongoing,1,27.8866390129093,152.007353243805,-0.205913243805071,0.205913243805071,78
2474,60919,59ea9,pm,1,ongoing,response,447985212,ongoing,1,81.1065623041728,-87.8551584370912,-2.4131815629089,2.4131815629089,79
2475,60943,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-109.356532528676,173.574319305936,-11.6108193059356,11.6108193059356,80
2476,60967,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-37.4845107478804,-85.0331838566979,5.84738385669789,5.84738385669789,81
2477,60991,59ea9,pm,1,ongoing,response,447985212,ongoing,1,71.5177236072518,-124.188662346633,4.36117234663345,4.36117234663345,82
2478,61015,59ea9,pm,1,ongoing,response,447985212,ongoing,1,26.0966354846773,-40.6560153327845,-9.15358466721545,9.15358466721545,83
2479,61039,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-90.2035032230657,167.756129056798,1.17766094320234,1.17766094320234,84
2480,61063,59ea9,pm,1,ongoing,response,447985212,ongoing,1,108.637082686482,-147.983259294772,17.2287092947719,17.2287092947719,85
2481,61087,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-14.2198866241361,133.1019528516,-8.9350728515999,8.9350728515999,86
2482,61111,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-66.0078012398829,168.151704360876,-10.1481543608757,10.1481543608757,87
2483,61135,59ea9,pm,1,ongoing,response,447985212,ongoing,1,88.0862429150937,135.556944138863,-28.5037941388634,28.5037941388634,88
2484,61159,59ea9,pm,1,ongoing,response,447985212,ongoing,1,62.8274836440486,-68.7260919201065,5.35659192010644,5.35659192010644,89
2485,61183,59ea9,pm,1,prom_spec,response,447985212,prom,1,-179.732984035554,54.739434496113,3.26056550388705,3.26056550388705,90
2486,61207,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-167.768376361608,-55.3298446795923,-4.9809553204077,4.9809553204077,91
2487,61231,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-87.1641349664085,176.053489732444,7.66845526755628,7.66845526755628,92
2488,61255,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-143.702231738684,3.47337658152026,-5.26247658152033,5.26247658152033,93
2489,61279,59ea9,pm,1,ongoing,response,447985212,ongoing,1,165.695755647916,-50.9071606245317,13.3087606245317,13.3087606245317,94
2490,61303,59ea9,pm,1,ongoing,response,447985212,ongoing,1,118.89254314417,-158.52621294319,0.929642943190402,0.929642943190402,95
2491,61327,59ea9,pm,1,ongoing,response,447985212,ongoing,1,0.325511433887613,179.533660034694,9.56821196530564,9.56821196530564,96
2492,61351,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-20.4510153914484,-15.3167507086271,-20.085249291373,20.085249291373,97
2493,61375,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-32.9794077991627,-15.9752420822975,-0.773857917702458,0.773857917702458,98
2494,61399,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-114.949173582402,-32.2590509383188,12.9374509383188,12.9374509383188,99
2495,61423,59ea9,pm,1,ongoing,response,447985212,ongoing,1,123.030844299384,-40.0490282302328,-5.97017176976726,5.97017176976726,100
2496,61447,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-151.852978524948,-152.177336912605,11.8995969126055,11.8995969126055,101
2497,61471,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-98.181372282138,-45.4072638179382,6.43796381793823,6.43796381793823,102
2498,61495,59ea9,pm,1,ongoing,response,447985212,ongoing,1,139.543536037878,-167.821968993399,5.53815899339918,5.53815899339918,103
2499,61519,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-93.0515629272859,108.04952060868,23.0174893913197,23.0174893913197,104
2500,61543,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-109.929756168867,-16.6625776149493,-5.04992238505065,5.04992238505065,105
2501,61567,59ea9,pm,1,ongoing,response,447985212,ongoing,1,22.4778547186238,174.757472881773,10.4254701182268,10.4254701182268,106
2502,61591,59ea9,pm,1,ongoing,response,447985212,ongoing,1,41.7426907477603,-49.0431830161033,-11.3273169838967,11.3273169838967,107
2503,61615,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-152.986384543237,126.394712421575,3.0743175784246,3.0743175784246,108
2504,61639,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-29.976050773469,-178.364609454632,25.4702994546316,25.4702994546316,109
2505,61663,59ea9,pm,1,prom_spec,response,447985212,prom,1,-99.4494647151444,58.1496439891357,-0.149643989135711,0.149643989135711,110
2506,61687,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-3.15354455261755,-135.567362028556,13.5627920285559,13.5627920285559,111
2507,61711,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-40.6682083716133,-97.4261630299484,-0.428506970051558,0.428506970051558,112
2508,61735,59ea9,pm,1,ongoing,response,447985212,ongoing,1,144.757962205525,130.463663365599,-6.70162336559906,6.70162336559906,113
2509,61759,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-161.689631753325,172.45523293192,12.5077890680802,12.5077890680802,114
2510,61783,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-81.1412195924523,115.951370596869,-10.4970105968691,10.4970105968691,115
2511,61807,59ea9,pm,1,ongoing,response,447985212,ongoing,1,12.0285369524655,162.208453955512,-7.87795395551188,7.87795395551188,116
2512,61831,59ea9,pm,1,ongoing,response,447985212,ongoing,1,-43.801283897933,-108.545708991089,-12.4925610089114,12.4925610089114,117
2513,61855,59ea9,pm,1,ongoing,response,447985212,ongoing,1,48.8158753699856,-74.302771716749,1.81787171674898,1.81787171674898,118
2514,61879,59ea9,pm,1,ongoing,response,447985212,ongoing,1,120.256653884467,-164.549953093925,20.5082230939249,20.5082230939249,119
2515,61903,59ea9,pm,1,ongoing,response,447985212,ongoing,1,27.4224318434448,143.894496901094,-7.56325690109361,7.56325690109361,120
2516,61939,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,94.3841983136625,-145.632591471119,2.63259147111921,2.63259147111921,61
2517,61963,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-69.3978360340067,138.05643085819,-5.05643085818974,5.05643085818974,62
2518,61987,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-118.321466961231,-95.7152354038626,18.7152354038626,18.7152354038626,63
2519,62011,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,104.462812141372,107.237657134672,-11.2376571346724,11.2376571346724,64
2520,62035,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-167.201319624465,-135.263169202363,-2.7368307976368,2.7368307976368,65
2521,62059,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-22.8888360387686,136.240608291291,-19.2406082912913,19.2406082912913,66
2522,62083,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-99.7518755158866,-142.197855534018,-0.802144465982451,0.802144465982451,67
2523,62107,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,142.203963665618,137.975282098863,15.0247179011373,15.0247179011373,68
2524,62131,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-30.7722859976141,79.9177500609338,7.08224993906617,7.08224993906617,69
2525,62155,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,108.89748277292,148.813886407136,-0.813886407136465,0.813886407136465,70
2526,62179,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,79.238896452203,80.7082332700843,0.291766729915707,0.291766729915707,71
2527,62203,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-64.3438336714873,-148.227920025295,2.22792002529457,2.22792002529457,72
2528,62227,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-127.67947688814,72.5150087202718,20.4849912797282,20.4849912797282,73
2529,62251,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,24.5012690129287,-98.447521425982,-5.5524785740181,5.5524785740181,74
2530,62275,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-30.1514667770722,25.0776328239351,3.92236717606488,3.92236717606488,75
2531,62299,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,134.097512351732,77.6712753978055,-7.67127539780552,7.67127539780552,76
2532,62323,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-64.4975441366682,103.856983070049,-0.856983070049182,0.856983070049182,77
2533,62347,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-81.5808659286919,115.114755829495,10.8852441705054,10.8852441705054,78
2534,62371,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-103.877567045269,116.036723240661,-11.0367232406605,11.0367232406605,79
2535,62395,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,101.719962067223,-100.088254722717,12.0882547227174,12.0882547227174,80
2536,62419,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-56.4446848083098,-154.097862973801,-11.9021370261989,11.9021370261989,81
2537,62443,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,72.6263155333089,-99.4669373805835,3.46693738058343,3.46693738058343,82
2538,62467,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-49.1655136067321,39.8349145215558,-13.8349145215558,13.8349145215558,83
2539,62491,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,29.2722578606095,-155.799796177492,3.799796177492,3.799796177492,84
2540,62515,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-137.712411598713,-68.774437085688,-4.22556291431204,4.22556291431204,85
2541,62539,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,162.895586053997,173.354907632678,0.645092367322377,0.645092367322377,86
2542,62563,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,21.9810293479885,80.6961121182433,16.3038878817567,16.3038878817567,87
2543,62587,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,60.0175114878955,80.7787938249282,4.22120617507176,4.22120617507176,88
2544,62611,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-12.4205158190209,141.647999563817,-1.64799956381728,1.64799956381728,89
2545,62635,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-161.192718211358,126.497990209759,3.50200979024123,3.50200979024123,90
2546,62659,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-149.402881807527,153.589605259057,-0.589605259057407,0.589605259057407,91
2547,62683,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-67.9327698109164,148.188877749818,-16.1888777498181,16.1888777498181,92
2548,62707,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,74.2497114604203,101.641792634945,2.35820736505491,2.35820736505491,93
2549,62731,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-131.327211909003,-65.4684174407254,-2.53158255927451,2.53158255927451,94
2550,62755,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,133.722294314943,50.801225423199,2.19877457680104,2.19877457680104,95
2551,62779,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-111.963747727851,28.5311405224728,10.4688594775272,10.4688594775272,96
2552,62803,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,99.8968367490253,141.819102287691,-38.8191022876906,38.8191022876906,97
2553,62827,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-71.5260093233836,65.7742666433272,-2.77426664332722,2.77426664332722,98
2554,62851,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-25.2998547033822,-160.75516191971,-11.2448380802905,11.2448380802905,99
2555,62875,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-24.1251214363691,-175.211394138608,39.2113941386081,39.2113941386081,100
2556,62899,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-144.272033588628,-98.7252862451598,1.72528624515985,1.72528624515985,101
2557,62923,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-129.358105854495,-118.585083984689,4.58508398468894,4.58508398468894,102
2558,62947,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-137.675659603352,-97.3488896855836,0.348889685583572,0.348889685583572,103
2559,62971,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,169.943446496158,75.9705620872758,0.0294379127242337,0.0294379127242337,104
2560,62995,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-104.267587124864,160.426660912742,3.57333908725798,3.57333908725798,105
2561,63019,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,141.027962372243,169.636984800172,31.3630151998281,31.3630151998281,106
2562,63043,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-15.427514476752,78.3980618153206,1.6019381846794,1.6019381846794,107
2563,63067,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-160.843854675487,45.8535135604301,6.14648643956991,6.14648643956991,108
2564,63091,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,177.314741990882,-98.9926480978917,26.9926480978918,26.9926480978918,109
2565,63115,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-40.3698052071141,70.4737162154593,-0.473716215459262,0.473716215459262,110
2566,63139,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,103.343885000163,171.391406481012,17.6085935189881,17.6085935189881,111
2567,63163,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,87.8468457295349,-162.588051320266,19.5880513202658,19.5880513202658,112
2568,63187,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-174.490774201856,81.0278838655179,2.97211613448212,2.97211613448212,113
2569,63211,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,148.091308951858,-92.3288736735066,-9.67112632649332,9.67112632649332,114
2570,63235,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-65.3306467816863,135.433002043594,-6.43300204359423,6.43300204359423,115
2571,63259,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-175.241502240023,-82.9324439328798,1.93244393287978,1.93244393287978,116
2572,63283,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,65.7537998282528,173.752947901057,-4.75294790105715,4.75294790105715,117
2573,63307,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,-143.883991493351,135.178441083568,-9.1784410835678,9.1784410835678,118
2574,63331,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,20.5833287369609,41.7832127083365,-3.78321270833646,3.78321270833646,119
2575,63355,59ea9,baseline2,1,ongoing,response,447985212,ongoing,1,80.9388860479767,141.345855518197,12.6541444818029,12.6541444818029,120
2576,63445,70ebc,practice,1,ongoing,response,733456598,practice,1,157.28590622571,33.0425396547314,-7.0425396547314,7.0425396547314,1
2577,63470,70ebc,practice,1,ongoing,response,733456598,practice,1,-93.5616493398943,74.3377198309481,-13.3377198309481,13.3377198309481,2
2578,63495,70ebc,practice,1,ongoing,response,733456598,practice,1,44.7811504737658,155.22921823625,-4.22921823624949,4.22921823624949,3
2579,63520,70ebc,practice,1,ongoing,response,733456598,practice,1,140.31933068864,-159.984875122032,-4.01512487796822,4.01512487796822,4
2580,63545,70ebc,practice,1,ongoing,response,733456598,practice,1,175.846178271151,46.5911783628934,-1.5911783628934,1.5911783628934,5
2581,63572,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-58.6181101804386,42.682109836976,-3.682109836976,3.682109836976,1
2582,63596,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,39.7833483892312,109.83075240343,4.16924759657002,4.16924759657002,2
2583,63620,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-44.7279103691732,36.2759144389906,-1.27591443899064,1.27591443899064,3
2584,63644,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,155.706260325268,169.326263841282,-12.3262638412821,12.3262638412821,4
2585,63668,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-160.803865198145,-82.9527388763901,-13.0472611236099,13.0472611236099,5
2586,63692,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,12.216029344278,153.461637688355,-15.4616376883548,15.4616376883548,6
2587,63716,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-122.435914776539,97.238531844018,-13.238531844018,13.238531844018,7
2588,63740,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-157.048941560797,126.809973422885,-19.8099734228853,19.8099734228853,8
2589,63764,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-11.9162051545015,143.068164300412,-24.0681643004117,24.0681643004117,9
2590,63788,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-163.847727335199,94.4062702188281,-5.40627021882813,5.40627021882813,10
2591,63812,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,154.336477432631,-72.3109639064324,5.31096390643245,5.31096390643245,11
2592,63836,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-14.1137352063382,108.70073302584,-0.700733025840236,0.700733025840236,12
2593,63860,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,58.8544316603892,36.485130103898,-10.485130103898,10.485130103898,13
2594,63884,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-95.0060217395384,-66.7646766776187,2.7646766776187,2.7646766776187,14
2595,63908,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,169.966148575377,-130.145874936367,14.1458749363667,14.1458749363667,15
2596,63932,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-66.7949118916437,151.159552566645,-16.1595525666449,16.1595525666449,16
2597,63956,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,77.7728687102163,135.938720385321,-22.9387203853214,22.9387203853214,17
2598,63980,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,140.170177613856,41.6774697021604,6.32253029783965,6.32253029783965,18
2599,64004,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,49.1712163622655,149.191257345464,17.8087426545358,17.8087426545358,19
2600,64028,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,132.54193747244,15.1725256500672,-7.1725256500672,7.1725256500672,20
2601,64052,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-90.4938941338504,-145.420628336944,-4.57937166305612,4.57937166305612,21
2602,64076,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,73.7115856938271,35.6217627894439,-24.6217627894439,24.6217627894439,22
2603,64100,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,50.8103188177837,120.535004258207,-11.5350042582071,11.5350042582071,23
2604,64124,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-164.256848925758,-100.232507946601,-0.76749205339911,0.76749205339911,24
2605,64148,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-152.171257105043,140.163443097664,-1.16344309766362,1.16344309766362,25
2606,64172,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-128.784397017488,-80.328341233787,14.328341233787,14.328341233787,26
2607,64196,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,3.57351266437655,-124.947403617289,-24.0525963827113,24.0525963827113,27
2608,64220,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-41.6691169024443,95.5712133930922,-8.57121339309219,8.57121339309219,28
2609,64244,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,117.795862000971,-114.388615600575,-16.6113843994251,16.6113843994251,29
2610,64268,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,42.343359477231,157.401459991751,-12.401459991751,12.401459991751,30
2611,64292,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-113.86214142351,-2.09593806783084,5.09593806783084,5.09593806783084,31
2612,64316,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,86.2567095236364,99.7512056413893,-5.75120564138933,5.75120564138933,32
2613,64340,70ebc,baseline1,1,ongoing,response,733456598,ongoing,1,-132.615636572919,-93.6823370824765,-14.3176629175235,14.3176629175235,33
